63,60
42,44
78,96
2,42
48,71
68,21
34,9
63,8
32,26
62,52
48,33
78,98
97,12
75,5
19,47
19,3
72,57
19,58
