20,77
41,78
13,40
14,29
53,78
61,85
71,2
2,73
50,78
97,49
21,74
33,5
16,72
49,89
71,32
74,3
6,3
48,99
23,50
44,18
80,29
76,30
72,1
12,65
61,55
12,45
100,31
53,37
4,90
1,47
50,52
3,18
91,9
41,34
44,55
28,54
18,41
39,79
30,68
28,40
32,35
20,1
4,76
54,4
6,66
46,74
91,18
16,100
61,31
20,92
20,50
47,56
88,55
72,10
51,53
47,91
84,81
95,33
57,46
47,77
26,77
56,71
42,93
31,39
91,41
89,32
32,3
39,86
86,25
91,40
97,83
86,81
12,8
34,54
72,44
32,21
18,83
75,100
60,81
71,96
59,59
83,14
66,55
70,37
59,36
94,46
67,47
73,68
40,94
1,54
51,71
82,60
33,24
26,83
31,99
8,46
65,97
72,18
15,30
19,61
48,60
39,7
60,43
42,53
62,41
16,51
95,38
20,73
53,40
50,55
88,46
55,7
50,7
26,28
36,10
43,17
56,13
39,82
6,3
67,99
7,98
38,92
81,41
50,13
74,87
95,100
19,79
31,36
30,21
70,96
55,69
25,38
56,22
18,1
80,9
7,19
2,37
76,53
71,21
68,8
1,33
45,86
44,1
64,20
52,90
63,63
9,59
93,95
87,85
12,8
94,15
10,77
41,34
90,74
15,81
59,17
2,13
52,25
12,92
94,44
76,8
39,76
87,23
79,85
14,81
40,41
11,93
33,8
52,73
96,79
31,94
90,33
32,45
99,98
53,49
66,80
8,85
88,95
15,97
44,24
81,93
64,94
85,78
62,70
36,86
66,13
60,19
9,48
64,3
67,83
4,35
83,23
53,70
3,56
95,2
83,11
2,62
18,53
87,7
60,32
76,61
79,86
27,4
1,93
21,29
92,70
2,19
97,95
61,20
59,67
29,49
24,91
32,65
98,52
93,50
40,21
13,13
92,40
47,86
73,5
88,65
18,62
65,88
49,81
44,41
10,64
39,22
76,36
33,72
42,22
19,22
40,51
43,96
9,94
11,60
93,68
16,48
36,27
79,94
98,4
5,62
22,56
96,46
37,46
1,20
80,47
57,4
23,46
53,89
86,32
61,7
57,81
54,30
87,21
10,22
72,22
61,67
12,57
71,80
58,96
97,85
33,76
11,90
61,20
95,27
22,74
35,66
62,89
29,79
75,25
60,47
79,3
31,48
84,49
58,25
44,6
41,91
77,23
97,36
3,67
66,99
38,76
11,13
47,3
46,95
64,5
55,14
56,5
8,36
82,87
15,20
36,78
4,94
100,98
27,85
83,39
98,41
46,15
68,65
4,44
88,26
38,63
49,94
26,94
88,85
5,55
84,34
63,22
59,98
30,51
57,13
67,78
94,57
50,10
45,17
98,92
48,16
68,86
69,31
81,82
54,1
70,25
20,78
77,71
5,26
58,56
31,36
59,66
83,63
94,77
68,86
64,83
98,48
23,30
6,54
98,27
62,10
89,46
91,8
20,88
23,100
77,24
34,76
74,51
8,83
37,64
76,99
54,64
80,68
23,95
94,27
59,67
57,74
62,100
65,29
14,6
44,58
67,80
36,6
27,91
2,57
76,79
17,76
12,40
65,2
84,89
20,28
58,78
26,59
13,33
93,100
30,97
57,94
95,30
42,8
61,96
28,41
99,82
35,10
63,70
63,63
57,37
83,47
67,37
18,79
89,56
85,62
32,40
69,66
75,56
8,49
57,74
63,94
78,89
78,13
14,15
95,44
24,17
89,84
40,24
77,59
91,9
40,74
17,24
13,39
9,76
26,58
37,67
6,86
48,37
18,27
73,83
28,91
59,59
89,98
75,51
90,19
19,64
54,48
52,76
4,61
78,96
1,2
88,56
14,95
87,89
2,14
33,30
78,93
63,2
87,61
8,33
14,23
16,30
3,65
73,50
47,88
94,31
43,42
30,56
70,87
53,25
8,78
25,47
10,14
83,26
27,74
13,15
96,58
52,45
31,32
84,16
85,16
44,53
86,32
72,5
87,68
47,21
7,34
81,15
16,66
13,99
64,28
100,69
53,66
17,79
78,57
58,30
59,21
65,79
48,27
93,36
77,91
84,1
68,82
65,93
31,20
51,26
40,67
12,70
64,14
68,63
16,89
94,6
5,83
93,59
94,96
5,57
15,68
66,86
57,31
30,62
40,6
6,21
82,64
5,11
29,69
13,37
57,8
24,85
2,17
60,83
9,26
77,11
77,27
43,58
59,100
71,22
70,51
29,58
94,3
100,39
18,57
60,25
33,85
29,6
26,25
98,18
95,14
95,47
4,64
96,31
74,49
56,28
6,50
58,12
100,94
96,28
93,72
48,19
49,44
48,91
94,61
98,16
66,50
18,100
4,47
84,84
70,83
29,89
15,36
91,75
8,28
25,35
50,79
54,99
51,50
5,81
6,30
38,17
100,49
7,63
72,80
5,97
95,66
19,5
86,82
69,51
27,90
64,27
74,18
22,14
20,78
72,56
97,77
44,49
19,68
87,52
56,86
9,6
81,68
53,59
67,90
36,45
15,30
15,94
24,81
16,39
36,28
10,35
76,64
76,100
10,14
63,59
42,31
89,99
93,39
71,56
89,69
56,23
29,83
32,97
61,68
99,46
55,21
26,31
62,24
24,63
56,44
43,7
67,5
21,93
85,47
22,68
64,63
68,3
93,38
39,95
73,3
96,67
70,72
24,15
40,93
38,57
11,69
17,81
66,33
25,94
70,83
85,14
33,96
34,32
23,86
82,89
43,22
67,94
71,70
29,52
81,3
87,98
26,25
7,36
4,16
36,4
93,67
68,7
4,76
88,10
35,80
23,23
91,37
16,87
55,62
36,38
42,78
15,10
37,9
20,53
84,84
43,34
8,40
12,35
40,70
66,49
98,43
69,85
2,55
67,75
83,56
89,97
98,73
94,97
91,92
52,80
71,30
74,76
32,5
11,5
97,92
2,69
6,47
5,18
88,90
79,93
65,77
40,12
30,22
63,27
90,87
72,32
72,74
69,59
26,79
99,74
76,93
34,2
72,17
29,38
44,16
73,89
63,44
90,84
1,31
31,93
65,33
42,18
29,91
40,5
20,77
56,90
73,76
43,57
37,28
71,55
15,66
37,95
75,42
90,36
96,30
34,53
28,62
73,22
90,3
66,72
60,3
76,68
71,26
53,1
67,61
79,91
16,85
59,79
79,66
52,5
50,61
48,5
51,63
54,68
20,29
32,86
